Timestamp,Server_ID,CPU_Utilization(%),Memory_Usage(%),Disk_IO_Rate(MB/s),Network_Traffic(MBps),Temperature(°C),Power_Consumption(kWh),Cooling_Efficiency(%),Error_Logs_Count,Past_Outage(Yes/No)
01-01-2023 02:01,Server_34,48.26209746,58.75001699,115.838921,401.0287951,32.47152026,384.1303377,76.90330581,3,No
01-01-2023 02:02,Server_33,38.07131397,85.28616288,54.9337358,391.742269,25.02557934,433.2977825,70.10982159,0,No
01-01-2023 02:03,Server_48,73.51344419,78.49092513,109.1233611,374.7641705,31.53161277,436.4785577,85.39678629,2,No
01-01-2023 02:04,Server_23,48.38450208,74.39262086,104.4758218,128.7691436,26.62239685,510.561791,73.32371475,2,Yes
01-01-2023 02:05,Server_24,44.79678373,71.36601171,68.12040643,519.4370668,17.77897626,253.8426605,78.63988105,2,No
01-01-2023 02:06,Server_37,57.98912179,40.64748878,114.1016208,209.399896,24.57918941,446.920677,76.0955504,1,No
01-01-2023 02:07,Server_35,70.41500419,69.94490553,92.94154516,328.7371849,24.34644171,468.5212538,64.86407116,1,Yes
01-01-2023 02:08,Server_44,100,65.64488936,144.7793071,330.2134826,26.92611251,383.8697316,88.49239719,4,Yes
01-01-2023 02:09,Server_40,71.54472215,69.09637093,75.73362195,491.1517383,34.54017615,438.894376,68.4836179,0,Yes
01-01-2023 02:10,Server_22,78.19679933,67.3891423,124.4917061,315.020076,35.36808378,383.587251,83.0874795,5,No
01-01-2023 02:11,Server_27,44.88067602,66.79143882,79.58055814,349.9009627,25.84383921,505.4772854,82.28973764,3,No
01-01-2023 02:12,Server_35,34.48263788,100,90.01228809,290.7448947,20.69860637,486.3952514,60.01071109,1,No
01-01-2023 02:13,Server_1,56.24662699,58.85721495,134.8645814,156.4080734,23.27945617,471.6982977,73.20276154,1,No
01-01-2023 02:14,Server_35,57.14339831,74.04506071,131.7358866,21.76072843,29.39804584,516.2387791,80.79820971,0,Yes
01-01-2023 02:15,Server_37,33.42974517,52.93515285,99.14889087,303.909585,26.45878768,574.718773,72.10473868,3,No
01-01-2023 02:16,Server_47,51.4941094,71.85962376,106.5294691,130.5164291,19.12338777,350.8491837,73.72030935,1,Yes
01-01-2023 02:17,Server_14,62.98635203,74.08979835,47.31967774,342.0212658,24.48203705,672.2132468,77.17046976,2,Yes
01-01-2023 02:18,Server_3,62.2078679,65.46639116,190.1382155,317.8500105,33.55786961,489.3123818,71.24046099,4,No
01-01-2023 02:19,Server_1,65.08575707,85.03870414,154.3728199,314.9320435,28.46127979,399.8854434,78.57198316,2,No
01-01-2023 02:20,Server_5,60.8192946,46.73585945,152.5724025,173.6490457,27.23645709,679.9604397,75.42582394,2,No
01-01-2023 02:21,Server_26,44.85982681,52.69168587,40.24838915,424.3852892,25.05603032,408.4945958,73.03008175,1,No
01-01-2023 02:22,Server_14,44.72198747,63.18570129,90.22550038,356.9725317,24.7002118,328.8911534,65.29473298,1,No
01-01-2023 02:23,Server_39,31.02097204,73.2121028,103.2726986,158.196026,29.71980284,399.0176124,79.0557547,3,No
01-01-2023 02:24,Server_27,90.69550078,62.69144282,23.4469254,548.2257101,27.71030353,394.2148192,50.9095997,2,No
01-01-2023 02:25,Server_9,55.26900729,79.28638555,164.4975048,274.7050419,30.85508095,558.4937118,77.62293662,1,No
01-01-2023 02:26,Server_15,50.50293888,50.07465194,192.6942244,139.8856199,29.73323639,438.7211513,75.14855376,3,No
01-01-2023 02:27,Server_15,36.42415837,42.89132266,223.0967478,208.9977619,27.09860061,460.0087966,66.86952436,1,No
01-01-2023 02:28,Server_26,100,64.62192505,67.70580862,118.9330966,28.921049,456.3586001,61.10519122,4,No
01-01-2023 02:29,Server_42,33.53343936,58.84229586,125.8661748,463.1312301,24.0373376,566.6129186,79.18260136,1,Yes
01-01-2023 02:30,Server_13,46.42304149,68.14295581,186.1409135,429.6537992,26.75915684,417.7428069,72.52895043,1,No
01-01-2023 02:31,Server_32,63.31673673,59.58896564,107.3190761,388.737549,33.70475211,429.497457,76.38631114,2,Yes
01-01-2023 02:32,Server_39,67.00425931,54.89970314,91.65060431,366.1370282,27.05355014,381.132007,56.62555642,3,No
01-01-2023 02:33,Server_49,74.1586411,58.87593642,26.69911632,449.8010593,25.91404725,407.9296133,79.76582639,3,No
01-01-2023 02:34,Server_32,91.15217016,60.43273342,176.6311229,270.9606945,28.05242215,502.5157499,84.39661346,4,No
01-01-2023 02:35,Server_4,65.12315311,55.4252805,119.0369622,350.7194572,21.17214832,522.865635,73.4733494,0,No
01-01-2023 02:36,Server_30,33.879384,56.95301931,83.53290705,202.5730164,28.10424142,619.9831005,66.03091616,4,No
01-01-2023 02:37,Server_37,49.8610975,53.94609995,134.1928645,281.5861737,35.48022008,439.5939269,79.34133007,2,No
01-01-2023 02:38,Server_23,61.15664745,72.8499768,127.6502687,354.0092608,22.95692823,423.6231867,72.15797393,4,No
01-01-2023 02:39,Server_39,96.36452083,62.91031507,128.4129551,69.73713885,28.33527575,489.7162596,83.63349779,2,No
01-01-2023 02:40,Server_45,27.04389043,93.85128708,109.1450969,225.6347069,26.8825288,403.114105,75.20738028,3,No
01-01-2023 02:41,Server_15,79.0515301,62.41056827,201.1179079,319.7984568,26.75456303,385.9271209,53.57720276,2,No
01-01-2023 02:42,Server_43,58.59828739,51.73713795,113.3170133,290.6980721,26.66436125,482.3592391,51.50906319,2,No
01-01-2023 02:43,Server_29,71.7566107,100,200.9661038,245.7124409,30.57154442,410.8176648,67.89568683,4,No
01-01-2023 02:44,Server_36,52.96010567,66.20439567,148.2058463,370.6982327,21.50939329,421.0475457,79.52899442,1,No
01-01-2023 02:45,Server_13,38.1513474,74.8518718,137.5585071,215.0745152,30.44336878,510.5689221,70.07672109,0,No
01-01-2023 02:46,Server_32,70.01745559,68.88154475,114.3362623,153.3711048,27.34567231,481.0115398,79.92132816,2,Yes
01-01-2023 02:47,Server_7,68.08862054,69.34516544,168.6978347,442.0519328,18.1863868,650.0530099,68.37924476,0,Yes
01-01-2023 02:48,Server_22,74.44113931,68.03481077,125.6495884,425.1178231,28.89919124,542.1818874,95.62622305,4,No
01-01-2023 02:49,Server_28,54.73390729,43.46873153,73.39343924,228.1021083,27.56959945,373.265696,73.12015094,0,No
01-01-2023 02:50,Server_2,43.00355953,65.51293571,71.72539045,291.7566516,22.64123101,410.0238793,77.69209526,3,No
01-01-2023 02:51,Server_42,23.8242601,40.12708044,141.1242311,401.5187625,27.80285804,312.717206,65.41448378,1,No
01-01-2023 02:52,Server_45,71.38746536,57.38455745,74.63105574,305.2841192,20.4186759,352.7009612,70.81799376,3,No
01-01-2023 02:53,Server_6,63.47778965,49.11573815,116.8884472,363.6249128,23.57648122,576.2223099,79.93876022,5,No
01-01-2023 02:54,Server_28,35.68434734,65.36205279,172.8592269,357.0680152,27.18487833,422.223777,74.53802938,3,No
01-01-2023 02:55,Server_28,44.22852653,65.01189371,135.1985089,261.6995739,18.57191281,311.3893671,47.18382102,3,No
01-01-2023 02:56,Server_44,45.66482376,67.21718836,83.89325648,361.9108803,21.24307461,255.2791365,79.99103034,1,No
01-01-2023 02:57,Server_44,25.34031136,64.30944859,190.4993756,184.2067649,21.9905922,302.8311187,81.09148989,2,Yes
01-01-2023 02:58,Server_20,38.64635207,50.89761987,147.3937618,347.3129182,27.39586242,369.7466952,82.30833738,1,No
01-01-2023 02:59,Server_30,32.32339286,56.08494766,170.8896494,291.1082812,29.20669543,450.371847,85.99394269,2,No
01-01-2023 03:00,Server_11,46.75041976,73.80594242,6.62208284,256.7135482,22.53598772,410.3456958,76.80753578,1,No
01-01-2023 03:01,Server_28,40.22605003,76.01785016,136.5426439,150.3916957,22.25534508,519.8482024,98.95583861,2,No
01-01-2023 03:02,Server_25,22.45990158,42.79825352,162.1078918,315.7991113,27.69056055,356.4169715,77.33596661,2,No
01-01-2023 03:03,Server_39,95.45180461,37.03608551,205.0144321,304.6236333,27.5557495,572.6453524,51.974948,2,No
01-01-2023 03:04,Server_33,80.05081462,49.09665925,46.80907079,199.2436245,23.49880631,436.3655347,77.23675178,1,No
01-01-2023 03:05,Server_1,39.41961157,75.67811373,180.3057295,108.3753816,36.14360161,495.8299723,86.20838209,3,No
01-01-2023 03:06,Server_27,60.44842793,78.22326045,202.2190143,102.6629879,27.92195588,397.9807502,61.22238272,1,No
01-01-2023 03:07,Server_13,63.3493018,46.12932179,19.13555114,269.5112413,26.14917461,551.6936737,72.2949824,2,No
01-01-2023 03:08,Server_41,78.8217171,64.60964031,143.9295555,336.7797167,25.06954769,317.2769946,87.1284527,1,No
01-01-2023 03:09,Server_3,38.62789947,87.51647,150.8810407,521.9965913,32.04415977,326.604981,69.3535868,2,No
01-01-2023 03:10,Server_39,76.84213568,66.22967216,103.6496169,294.5814186,29.72522198,353.0482823,72.62423866,1,No
01-01-2023 03:11,Server_6,44.04189392,81.32254928,95.495277,104.9536738,18.31177765,567.5934731,82.80804051,1,No
01-01-2023 03:12,Server_8,28.28275192,74.98089855,153.3926957,275.1698198,23.52094421,426.2919982,62.17948777,3,No
01-01-2023 03:13,Server_27,69.48273119,46.34701941,89.25091233,450.1637878,24.76606896,355.1609656,74.88242366,0,No
01-01-2023 03:14,Server_9,80.81516848,57.15027865,109.1375336,218.064527,26.94024424,430.3594764,65.28259494,1,No
01-01-2023 03:15,Server_37,100,60.52131717,160.621745,434.2324293,30.13567456,467.1999559,72.31841392,4,No
01-01-2023 03:16,Server_33,31.0054947,61.56200082,207.7021525,321.0869656,21.64924007,342.2949842,77.36791444,2,No
01-01-2023 03:17,Server_42,68.9783937,73.7449343,146.8992136,377.6257865,26.6029626,465.9564952,85.60313261,0,No
01-01-2023 03:18,Server_44,46.80397512,66.13027143,126.6742248,523.0627198,35.49633292,436.3901554,78.12464779,3,No
01-01-2023 03:19,Server_24,70.66717421,15.95698584,94.18012577,79.52833112,27.14530201,399.4142965,69.34849044,3,No
01-01-2023 03:20,Server_15,25.59020898,40.3073959,69.46999797,407.580502,23.52852285,323.3661312,86.97218206,2,No
01-01-2023 03:21,Server_32,29.74460449,27.18928628,175.4789121,288.6358659,20.32894102,538.854443,81.15363246,1,No
01-01-2023 03:22,Server_32,39.48250354,62.63047861,112.3275074,186.098336,24.56548937,403.1201909,55.58349459,2,No
01-01-2023 03:23,Server_24,56.57928091,63.60731474,177.5351637,287.9238436,21.60625849,200,83.37966416,0,No
01-01-2023 03:24,Server_41,42.17837467,64.24837438,103.5224061,502.9165132,25.02699961,485.6020263,75.64915725,1,No
01-01-2023 03:25,Server_49,68.18108688,45.61607598,87.53556693,460.1935176,29.71091819,488.0922181,74.67124814,2,No
01-01-2023 03:26,Server_49,75.53789237,70.11216008,141.0399444,59.91426466,27.18479512,543.2926471,86.90429665,1,No
01-01-2023 03:27,Server_12,66.99155082,70.74393745,116.173203,207.6192353,24.59992375,491.3232231,72.95689746,1,No
01-01-2023 03:28,Server_39,87.37575279,41.17276399,59.72356977,413.1473083,18.04658537,463.8417889,83.94149019,0,No
01-01-2023 03:29,Server_2,63.31653259,38.00942698,210.8684165,297.3907107,31.15997503,401.3127212,87.77389566,2,No
01-01-2023 03:30,Server_3,30.66206579,59.99802471,88.65081131,297.8383992,25.23758977,401.601509,75.62216787,6,No
01-01-2023 03:31,Server_49,82.26753027,86.8767341,166.3795761,111.8008253,27.53993355,517.585165,79.47364119,4,No
01-01-2023 03:32,Server_37,42.89687529,85.49614113,162.0928315,210.5427789,22.44132161,434.3221685,81.94005906,0,Yes
01-01-2023 03:33,Server_49,73.20836999,68.45106541,57.02686175,137.0153104,24.95521821,306.2720512,79.62480753,2,No
01-01-2023 03:34,Server_17,86.47468433,49.05004993,69.88061777,101.6019026,24.10042305,415.580629,83.89341757,2,No
01-01-2023 03:35,Server_49,64.13376021,73.30263989,104.924533,149.071442,20.33040595,444.5752966,64.55601152,2,No
01-01-2023 03:36,Server_2,25.07682374,53.21363603,76.71767277,188.6282691,22.46017739,250.93495,68.58588617,0,No
01-01-2023 03:37,Server_2,36.63575667,48.48739445,206.3228186,208.6663837,26.92646326,524.6775188,62.40420944,1,No
01-01-2023 03:38,Server_28,81.45488934,27.84049753,109.9912182,198.9444334,28.49286259,450.0642195,91.86027062,2,No
01-01-2023 03:39,Server_23,51.61754629,61.53573298,164.4874521,422.4547288,23.58033172,313.7203836,58.2425344,4,No
01-01-2023 03:40,Server_37,56.5914707,50.55198976,145.6818695,191.1426954,20.98650397,420.2559667,88.207146,1,No
01-01-2023 03:41,Server_32,70.17648832,61.44645569,133.2011224,471.1421631,25.21780977,439.7720081,79.72261963,3,No
01-01-2023 03:42,Server_33,68.92645724,25.50963456,122.0160605,241.9228947,30.89814611,544.5944285,66.23791664,2,No
